409.77539, 0, 618.34552, -220187.53
  23.572128, 740.39063, -13.609375, -103957.73
  0.043977853, 0, -0.025390625, -129.87915
  0.043977853, 0, -0.025390625, -129.87915
510.92459, 0, 537.79474, -222867.72
  20.850773, 740.39063, -17.495876, -102738.57
  0.038900696, 0, -0.03264156, -128.30118
  0.038900696, 0, -0.03264156, -128.30118
596.5495, 0, 440.90329, -221973.88
  17.495876, 740.39063, -20.850773, -101832.56
  0.03264156, 0, -0.038900696, -126.69884
  0.03264156, 0, -0.038900696, -126.69884
664.04865, 0, 330.61523, -217242
  13.609375, 740.39063, -23.572128, -100948.5
  0.025390625, 0, -0.043977853, -125.12083
  0.025390625, 0, -0.043977853, -125.12083
711.37103, 0, 210.28163, -209174.89
  9.3093605, 740.39063, -25.577257, -100600.2
  0.01736821, 0, -0.047718767, -123.61512
  0.01736821, 0, -0.047718767, -123.61512
737.07867, 0, 83.558701, -197420.59
  4.7264862, 740.39063, -26.805235, -99856.422
  0.0088180713, 0, -0.050009768, -122.22746
  0.0088180713, 0, -0.050009768, -122.22746
